#######################
##
## License goes here
##
#######################
a	ɑ
verdauen	fɐdɑʊən
verdauung	fɐdɑʊuŋ
verdeedege	fɐdeːdəʑə
verdeedegen	fɐdeːdəʑən
verdeele	fɐdeːlə
verdeelen	fɐdeːlən
verdénge	fɐdeŋə
verdéngen	fɐdeŋən
verdéngscht	fɐdeŋʃt
verdënne	fɐdənə
verdënnen	fɐdənən
verdillege	fɐdiləʑə
verdillegen	fɐdiləʑən
verdonste	fɐdonstə
verdonsten	fɐdonstən
verdreckst	fɐdʀækst
verdréie	fɐdʀɜɪə
verdréien	fɐdʀɜɪən
verdreiwe	fɐdʀɑɪvə
verdreiwen	fɐdʀɑɪvən
verdroe	fɐdʀoːə
verdroen	fɐdʀoːən
verdross	fɐdʀos
verduebele	fɐduəbələ
verduebelen	fɐduəbələn
verdutzt	fɐdutst
vereelzt	fɐeːlst
vereenegt	fəʀeːnəɕt
veréiere	fəʀɜɪəʀə
veréieren	fəʀɜɪəʀən
vereinfache	fəʀɑɪnfɑχə
vereinfachen	fəʀɑɪnfɑχən
verfaule	fɐfɑʊlə
verfaulen	fɐfɑʊlən
verfeele	fɐfeːlə
verfeelen	fɐfeːlən
verféiere	fɐfɜɪəʀə
verféieren	fɐfɜɪəʀən
verflucht	fɐfluχt
verfollege	fɐfoləʑə
verfollegen	fɐfoləʑən
verfroosse	fɐfʀoːsə
verfroossen	fɐfʀoːsən
vergaangenheet	fɐgaːŋənheːt
vergewaltege	fɐgəvɑltəʑə
vergewaltegen	fɐgəvɑltəʑən
vergiesse	fɐgiəsə
vergiessen	fɐgiəsən
vergläiche	fɐglæːɪɕə
vergläichen	fɐglæːɪɕən
vergréissere	fɐgʀɜɪsəʀə
vergréisseren	fɐgʀɜɪsəʀən
verhale	fɐhaːlə
verhalen	fɐhaːlən
verhalt	fɐhɑlt
verhandele	fɐhɑndələ
verhandelen	fɐhɑndələn
verheemleche	fɐheːmləɕə
verheemlechen	fɐheːmləɕən
verhéiere	fɐhɜɪəʀə
verhéieren	fɐhɜɪəʀən
verhënnere	fɐhənəʀə
verhënneren	fɐhənəʀən
verhonze	fɐhontsə
verhonzen	fɐhontsən
verkafe	fɐkaːfə
verkafen	fɐkaːfən
verkeefer	fɐkeːfɐ
verkeeferin	fɐkeːfəʀin
verkéier	fɐkɜɪɐ
verkéiersluucht	fɐkɜɪɐsluːχt
verkéiert	fɐkɜɪɐt
verklappe	fɐklɑpə
verklappen	fɐklɑpən
verkleede	fɐkleːdə
verkleeden	fɐkleːdən
verkniwwelt	fɐknivəlt
verkrauche	fɐkʀæːʊχə
verkrauchen	fɐkʀæːʊχən
verkrëppelt	fɐkʀəpəlt
verkuebele	fɐkuəbələ
verkuebelen	fɐkuəbələn
verlaange	fɐlaːŋə
verlaangen	fɐlaːŋən
verlaangere	fɐlaːŋəʀə
verlaangeren	fɐlaːŋəʀən
verlängere	fɐlæŋəʀə
verlängeren	fɐlæŋəʀən
verléiere	fɐlɜɪəʀə
verléieren	fɐlɜɪəʀən
verléift	fɐlɜɪft
verletze	fɐlætsə
verletzen	fɐlætsən
verletzung	fɐlætsuŋ
verlobe	fɐloːbə
verloben	fɐloːbən
verlobung	fɐloːbuŋ
verloosse	fɐloːsə
verloossen	fɐloːsən
verloscht	fɐloʃt
verloune	fɐləʊnə
verlounen	fɐləʊnən
verluge	fɐluʁə
verlugen	fɐluʁən
vermaache	fɐmaːχə
vermaachen	fɐmaːχən
vermësche	fɐməʃə
vermëschen	fɐməʃən
vermuersche	fɐmuːɐʀʃə
vermuerschen	fɐmuːɐʀʃən
vermuuschte	fɐmuːʃtə
vermuuschten	fɐmuːʃtən
vernenne	fɐnænə
vernennen	fɐnænən
vernis	vɛʀniː
vernoléissege	fɐnoːlɜɪsəʑə
vernoléissegen	fɐnoːlɜɪsəʑən
verongléckte	fəʀonglektə
verongléckten	fəʀonglektən
verpackung	fɐpɑkuŋ
verpake	fɐpaːkə
verpaken	fɐpaːkən
verpasse	fɐpɑsə
verpassen	fɐpɑsən
verpolfere	fɐpolfəʀə
verpolferen	fɐpolfəʀən
verréckt	fɐʀekt
verréider	fɐʀɜɪdɐ
verrode	fəʀoːdə
verroden	fəʀoːdən
verrot	fɐʀoːt
vers	vɛʀs
versammele	fɐzɑmələ
versammelen	fɐzɑmələn
versammlung	fɐzɑmluŋ
versaue	fɐzɑʊə
versauen	fɐzɑʊən
verschafe	fɐʃaːfə
verschafen	fɐʃaːfən
verschampeléiere	fɐʃɑmpəlɜɪəʀə
verschampeléieren	fɐʃɑmpəlɜɪəʀən
verschidde	fɐʃidə
verschidden	fɐʃidən
verschimmele	fɐʃimələ
verschimmelen	fɐʃimələn
verschlass	fɐʃlɑs
verschlechtere	fɐʃlæɕtəʀə
verschlechteren	fɐʃlæɕtəʀən
verschlëmmere	fɐʃləməʀə
verschlëmmeren	fɐʃləməʀən
verschmotze	fɐʃmotzə
verschmotzen	fɐʃmotzən
verschotert	fɐʃoːtɐt
verschreiwe	fɐʃʀɑɪvə
verschreiwen	fɐʃʀɑɪvən
verschwanne	fɐʃwɑnə
verschwannen	fɐʃwɑnən
verschweesst	fɐʃweːst
verschwendung	fɐʃwænduŋ
verschwomme	fɐʃwomə
verschwommen	fɐʃwomən
verséchere	fɐzəɕəʀə
versécheren	fɐzəɕəʀən
versécherung	fɐzəɕəʀuŋ
versécherungsspéngel	fɐzəɕəʀuŋsʃpeŋəl
versenge	fɐzæŋə
versengen	fɐzæŋən
versiche	fɐziɕə
versichen	fɐziɕən
versoe	fɐzoːə
versoen	fɐzoːən
verspéide	fɐʃpɜɪdə
verspéiden	fɐʃpɜɪdən
verspéidung	fɐʃpɜɪduŋ
versprieche	fɐʃpʀiəɕə
verspriechen	fɐʃpʀiəɕən
verstäerke	fɐʃtɛːɐkə
verstäerken	fɐʃtɛːɐkən
verstäerkung	fɐʃtɛːɐkuŋ
verstand	fɐʃtɑnt
verstänneg	fɐʃtænəɕ
verstännegkeet	fɐʃtænəɕkeːt
verstauche	fɐʃtæːʊχə
verstauchen	fɐʃtæːʊχən
verstauchung	fɐʃtæːʊχuŋ
verstéiert	fɐʃtɜɪɐt
verstoe	fɐʃtoːə
verstoen	fɐʃtoːən
verstoppe	fɐʃtopə
verstoppen	fɐʃtopən
verstouss	fɐʃtəʊs
verstreeën	fɐʃtʀeən
versuchskanéngche	fɐzuχskɑneŋɕə
versuchskanéngchen	fɐzuχskɑneŋɕən
versuchung	fɐzuːχuŋ
versuerge	fɐzuːɐʑə
versuergen	fɐzuːɐʑən
vertausche	fɐtæːʊʃə
vertauschen	fɐtæːʊʃən
vertraue	fɐtʀɑʊə
vertrauen	fɐtʀɑʊən
vertrieder	fɐtʀiədɐ
veruechtung	fɐuəɕtuŋ
veruerteele	fɐuːɐteːlə
veruerteelen	fɐuːɐteːlən
verwallt	fɐvɑlt
verwalte	fɐvɑltə
verwalten	fɐvɑltən
verwandele	fɐvɑndələ
verwandelen	fɐvɑndələn
verwéckele	fɐvekələ
verwéckelen	fɐvekələn
verweigere	fɐvɑɪʑəʀə
verweigeren	fɐvɑɪʑəʀən
verwieleche	fɐviələɕə
verwielechen	fɐviələɕən
verwiessele	fɐviəsələ
verwiesselen	fɐviəsələn
verwiesslung	fɐviəsluŋ
verwinne	fɐvinə
verwinnen	fɐvinən
verwonnere	fɐvonəʀə
verwonneren	fɐvonəʀən
verwurrele	fɐvuʀələ
verwurrelen	fɐvuʀələn
verzeie	fɐtsɑɪə
verzeien	fɐtsɑɪən
verzichte	fɐtsiɕtə
verzichten	fɐtsiɕtən
verziele	fɐtsiələ
verzielen	fɐtsiələn
verziere	fɐtsiːɐʀə
verzieren	fɐtsiːɐʀən
verzolle	fɐtsolə
verzollen	fɐtsolən
verzweiflung	fɐtswɑɪfluŋ
verzweiwele	fɐtswɑɪvələ
verzweiwelen	fɐtswɑɪvələn
vestiaire	væstjɛːʀ
veterinär	vətəʀinɛːʀ
veterinären	veːtəʀinɛːʀən
veterinärin	vətəʀinɛːʀin
vexéiere	væksɜɪəʀə
vexéieren	væksɜɪəʀən
vidange	vidɑ̃ːʃ
videoscassette	videːoːskɑsæt
viischt	fiːʃt
vijenzeg	fiʒəntsəɕ
vill	fil
villa	vilaː
villche	filɕə
villchen	filɕən
villsäiteg	filzæːɪtəɕ
vinaigrette	vinɛːgʀæt
violett	violæt
virausgesi	fiːʀæːʊsgəzi
virausgesinn	fiːʀæːʊsgəzin
viraussoe	fiːʀæːʊszoːə
viraussoen	fiːʀæːʊszoːən
virbereede	fiːɐbəʀeːdə
virbereeden	fiːɐbəʀeːdən
virbereedung	fiːɐbəʀeːduŋ
virdeel	fiːɐdeːl
virdrun	fiːɐdʀun
virfuere	fiːɐfuːɐʀə
virfueren	fiːɐfuːɐʀən
virgäertche	fiːɐgɛːɐtɕə
virgäertchen	fiːɐgɛːɐtɕən
virgänger	fiːɐgæŋɐ
virgëschter	fiːɐgəʃtɐ
virgesi	fiːɐgəzi
virgesinn	fiːɐgəzin
virgoe	fiːɐgoːə
virgoen	fiːɐgoːən
virgräife	fiːɐgʀæːɪfə
virgräifen	fiːɐgʀæːɪfən
virléift	fiːɐlɜɪft
virnumm	fiːɐnum
virschlag	fiːɐʃlaːχ
virschloe	fiːɐʃloːə
virschloen	fiːɐʃloːən
virsichteg	fiːɐziɕtəɕ
virsprong	fiːɐʃpʀoŋ
virstelle	fiːɐʃtælə
virstellen	fiːɐʃtælən
virstellung	fiːɐʃtæluŋ
virufuere	fiːʀufuːɐʀə
virufueren	fiːʀufuːɐʀən
virugoe	fiːʀugoːə
virugoen	fiːʀugoːən
virun	fiːʀun
virundreiwe	fiːʀundʀɑɪvə
virundreiwen	fiːʀundʀɑɪvən
virus	viːʀus
virwäsch	fiːɐvæʃ
virwerfe	fiːɐvɛʀfə
virwerfen	fiːɐvɛʀfən
virwetz	fiːɐvəts
virwetzeg	fiːɐvətsəɕ
virwetztut	fiːɐvətstuːt
virworf	fiːɐvɔʀf
visàvis	vizaviː
visitekaart	vizitəkaːʀt
vitrin	vitʀin
viz	fiːts
vläicht	flæːɪɕt
voila	vwɑlaː
vokal	vokaːl
voll	fol
vollek	folek
vollekszielung	folekstsiəluŋ
vollert	folɐt
vollkommenheet	folkomənheːt
vrun	fʀun
vu	fu
vue	vyː
vuë	vyːə
vuen	vyːən
vugel	fuʁəl
vulgär	vylgɛːɐ
vulkan	vulkaːn
vulkane	vulkaːnə
vulkanescher	vulkaːnəʃɐ
vulkanescht	vulkaːnəʃt
vull	ful
vullekiischt	fuləkiːʃt
vullenhaische	fulənhɑɪsjə
vullenhaischen	fulənhɑɪsjən
vulleschäich	fuləʃæːɪɕ
vum	fum
vun	fun
wa	vɑ
waache	vaːɕə
waachen	vaːɕən
waakreg	vaːkʀəɕ
waarde	vaːʀdə
waarden	vaːʀdən
waarm	vaːɐm
waarzel	vaːʀtsəl
waasser	vaːsɐ
waasserfaarwe	vaːsɐfaːɐvə
waasserfaarwen	vaːsɐfaːɐvən
waasserfall	vaːsɐfɑl
waasserpouke	vaːsɐpəʊkə
waasserpouken	vaːsɐpəʊkən
waasserschi	vaːsɐʃiː
waasserstee	vaːsɐʃteː
waassersteen	vaːsɐʃteːn
waassertuerm	vaːsɐtuːɐm
wackele	vɑkələ
wackelegem	vɑkələʑəm
wackelegen	vɑkələʑən
wackeleger	vɑkələʑɐ
wackelen	vɑkələn
wäermt	vɛːɐmt
wäertes	vɛːɐtəs
waff	vɑf
wagon	vɑgɑ̃ː
wahlbureaue	vaːlbyʀoːə
wahlbureauen	vaːlbyʀoːən
wahrscheinlech	vaːɐʃɑɪnləɕ
währungsuniounen	vɛːʀuŋsunjəʊnən
wäikeller	væːɪkælɐ
wäin	væːɪn
wäisheetszant	væːɪsheːtstsɑnt
wäiss	væːɪs
wäisslech	væːɪsləɕ
wäit	væːɪt
wäitsichteg	væːɪtsiɕtəɕ
wak	vaːk
wakelter	vaːkəltɐ
wakeregem	vaːkəʀəʑəm
walbureaue	vaːlbyʀoːə
walbureauen	vaːlbyʀoːən
walbüroen	vaːlbyʀoːən
wale	vaːlə
walen	vaːlən
walfësch	vaːlfəʃ
walkampf	vaːlkɑmpf
wallis	vɑlis
walross	vaːlʀos
walz	vɑlts
walziedele	vaːltsiədələ
walziedelen	vaːltsiədələn
wand	vɑnt
wanders	vɑndɐs
wandert	vɑndɐt
wandlunge	vɑndluŋə
wandlungen	vɑndluŋən
wandmille	vɑntmilə
wandmillen	vɑntmilən
wandschaf	vɑntʃaːf
wandstouss	vɑntʃtəʊs
wann	vɑn
wanne	vɑnə
wannen	vɑnən
wanter	vɑntɐ
wanterpneu	vɑntɐpnøː
wantersport	vɑntɐʃpɔʀt
war	vaːʀ
waren	vaːʀən
warndräieck	vɑʀndʀæːɪek
warne	vɑʀnə
warnen	vɑʀnən
warnung	vɑʀnuŋ
warscheinlech	vaːɐʃɑɪnləɕ
wartesall	vɑʀtəzɑl
wärungsuniounen	vɛːʀuŋsunjəʊnən
wäsch	væʃ
wäschanlag	væʃɑnlaːχ
wäschanlage	væʃɑnlaːʁə
waschanlage	vɑʃɑnlaːʁə
wäschbier	væʃbiːɐ
wäsche	væʃə
wäschen	væʃən
wäscherei	væʃəʀɑɪ
wäschkiche	væʃkiɕə
wäschkichen	væʃkiɕən
wäschmaschinn	væʃmɑʃin
wäschpolver	væʃpolfɐ
wasserdicht	vɑsɐdiɕt
wasserleitung	vɑsɐlɑɪtuŋ
wat	vaːt
watt	vɑt
wecker	vækɐ
wee	veː
weeche	veːɕə
weechen	veːɕən
weed	veːt
weekend	wiːkænt
weekendhaischen	wiːkænthɑɪsjən
weekendhaisercher	wiːkænthɑɪzɐɕɐ
weenchen	veːnɕən
weenercher	weːnɐɕɐ
weesekand	veːzəkɑnt
weess	veːs
wéi	vɜɪ
weibche	vɑɪpɕə
weibchen	vɑɪpɕən
weiblech	vɑɪbləɕ
weid	vɑɪt
weide	vɑɪdə
wéidéings	vɜɪdɜɪŋs
wéidéingt	vɜɪdɜɪŋt
weiden	vɑɪdən
weiderentwécklung	vɑɪdɐæntvekluŋ
weiderfuere	vɑɪdɐfuːɐʀə
weiderfueren	vɑɪdɐfuːɐʀən
weidergoe	vɑɪdɐgoːə
weidergoen	vɑɪdɐgoːən
weie	vɑɪə
wéie	vɜɪə
weien	vɑɪən
wéien	vɜɪən
weier	vɑɪɐ
wéimere	vɜɪməʀə
wéimeren	vɜɪməʀən
wéineg	vɜɪnəɕ
wéineger	vɜɪnəʑɐ
wéini	vɜɪniː
wéinst	vɜɪnst
wéinstens	vɜɪnstəns
weis	vɑɪs
weise	vɑɪzə
weisen	vɑɪzən
weit	vɑɪt
wëld	vəlt
well	væl
wëll	vəl
wëlle	vələ
wëllen	vələn
welt	vælt
weltall	vældɑl
weltmeeschterinne	væltmeːʃtəʀinə
weltmeeschterinnen	væltmeːʃtəʀinən
weltmier	væltmiːɐ
weltmierer	væltmiːʀɐ
weltrekord	væltʀəkɔʀt
weltrekorder	væltʀəkɔʀdɐ
weltwonner	væltvonɐ
wëmper	vəmpɐ
wëndel	vəndəl
wéngert	veŋɐt
wénke	veŋkə
wénkel	veŋkəl
wénken	veŋkən
wenne	vænə
wennen	vænən
wënsche	vənʃə
wënschen	vənʃən
werfe	vɛʀfə
werfen	vɛʀfən
wesentlech	veːzəntləɕ
wësse	vəsə
wëssen	vəsən
wëssenschaftler	vəsənʃɑftlɐ
wëssenschaftlerin	vəsənʃɑftləʀin
wëssenschaftlerinne	vəsənʃɑftləʀinə
wëssenschaftlerinnen	vəsənʃɑftləʀinən
weste	væstə
westen	væstən
wett	væt
wette	vætə
wetten	vætən
wetzstee	vætsʃteː
wetzsteen	vætsʃteːn
wibbele	vibələ
wibbeleg	vibələɕ
wibbelegem	vibələʑəm
wibbelegen	vibələʑən
wibbelen	vibələn
wichs	viks
wichsbiischt	viksbiːʃt
wichsbiischten	viksbiːʃtən
wichse	viksə
wichsen	viksən
wichteg	viɕtəɕ
widder	vidɐ
widderhuele	vidɐhuələ
widderhuelen	vidɐhuələn
widderspréchs	vidɐʃpʀəɕs
widdersprécht	vidɐʃpʀəɕt
widderspriech	vidɐʃpʀiəɕ
widdersprieche	vidɐʃpʀiəɕə
widderspriechen	vidɐʃpʀiəɕən
widderstoe	vidɐʃtoːə
widderstoen	vidɐʃtoːən
wie	viə
wieder	viədɐ
wiedere	viədəʀə
wiedereg	viədəʀəɕ
wiederen	viədəʀən
wiel	viəl
wiele	viələ
wielech	viələɕ
wielen	viələn
wiem	viəm
wien	viən
wierdeg	viːɐdəɕ
wiere	viːɐʀə
wieren	viːɐʀən
wierfel	viːɐfəl
wierfele	viːɐfələ
wierfelen	viːɐfələn
wierk	viːɐk
wierkdësch	viːɐkdəʃ
wierke	viːɐkə
wierken	viːɐkən
wierklech	viːɐkləɕ
wierklechkeet	viːɐkləɕkeːt
wierkung	viːɐkuŋ
wierme	viːɐmə
wiermen	viːɐmən
wiermt	viːɐmt
wiers	viːɐs
wiert	viːɐt
wiertchen	viːɐtɕən
wiertes	viːɐtəs
wiertschaft	viːɐtʃɑft
wierze	viːɐtsə
wierzen	viːɐtsən
wiessele	viəsələ
wiesselen	viəsələn
wiewe	viəvə
wiewen	viəvən
wimmele	vimələ
wimmelen	vimələn
wimper	vimpɐ
windjack	vintjɑk
winker	viŋkɐ
winne	vinə
winnen	vinən
wirbelwand	viʀbəlvɑnt
wirschtche	viʀʃtɕə
wirschtchen	viʀʃtɕən
wischer	viʃɐ
wise	viːzə
wisechampignon	viːzəʃɑ̃ːpiɲɑ̃ː
wisechampignone	viːzəʃɑ̃ːpiɲɑ̃ːə
wisechampignonen	viːzəʃɑ̃ːpiɲɑ̃ːən
wisefest	viːzəfæst
wisefester	viːzəfæstɐ
wisel	vizəl
wiss	vis
witfra	vitfʀaː
witmann	vitmɑn
witz	vits
witzeg	vitsəɕ
wo	voː
woch	voχ
woe	voːə
woen	voːən
woll	vol
wollef	voləf
wollek	volek
wollent	volənt
won	voːn
wonn	von
wonner	vonɐ
wonnerbar	vonɐbaːʀ
wonnerbare	vonɐbaːʀə
wonnerbart	vonɐbaːʀt
wonnere	vonəʀə
wonneren	vonəʀən
wonnerschéin	vonɐʃɜɪn
wonnerwierk	vonɐviːɐk
wonsch	vonʃ
woodlech	voːdləɕ
wope	voːp
wopen	voːpən
wopendéier	voːpəndɜɪɐ
wopendéiere	voːpəndɜɪəʀə
wopendéieren	voːpəndɜɪəʀən
wou	vəʊ
wouduerjer	vəʊduːɐʑɐ
wouer	vəʊɐ
wouerecht	vəʊəʀəɕt
woumadder	vəʊmɑdɐ
woumat	vəʊmɑt
wourënner	vəʊʀənɐ
wourun	vəʊʀun
wouscht	vəʊʃt
wouvun	vəʊfun
wrack	vʀɑk
wuecht	vuəɕt
wued	vuət
wuel	vuəl
wuer	vuːɐ
wuerfir	vuːɐfiːɐ
wuergéint	vuːɐgɜɪnt
wuerhin	vuːɐhin
wuerm	vuːɐm
wuert	vuːɐt
wuerzel	vuːɐtsəl
wues	vuəs
wuesse	vuəsə
wuessen	vuəsən
wuesskräijonge	vuəskʀæːɪjoŋə
wuesskräijongen	vuəskʀæːɪjoŋən
wuesstem	vuəstəm
wull	vul
wunne	vunə
wunnen	vunən
wunneng	vuneŋ
wupp	vup
wurscht	vuʀʃt
wüst	vyːst
xenophobem	kseːnoːfoːbəm
xenophoben	kseːnoːfoːbən
xenophober	kseːnoːfoːbɐ
xenophobie	kseːnoːfoːbiː
xenophobt	kseːnoːfoːpt
xylofon	ksiloːfoːn
xylofone	ksiloːfoːnə
xylofonen	ksiloːfoːnən
xylofoner	ksiloːfonɐ
xylophon	ksiloːfoːn
xylophone	ksiloːfoːnə
xylophonen	ksiloːfoːnən
xylophoner	ksiloːfoːnɐ
yoga	joːgaː
yoghourt	joguʀt
zaang	tsaːŋ
zaart	tsaːʀt
zack	tsɑk
zäertlech	tsɛːɐtləɕ
zäertlechkeet	tsɛːɐtləɕkeːt
zahnstocher	tsaːnʃtoχɐ
zäit	tsæːɪt
zäitgenëssesch	tsæːɪtgənəsəʃ
zäitschrëft	tsæːɪtʃʀəft
zäitweileg	tsæːɪtvɑɪləɕ
zalot	tsɑloːt
zam	tsaːm
zäme	tsɛːmə
zämen	tsɛːmən
zammermann	tsɑmɐmɑn
zännbiischt	tsænbiːʃt
zänndokter	tsændoktɐ
zännfleesch	tsænfleːʃ
zännpasta	tsænpɑstaː
zännseef	tsænzeːf
zännstëppler	tsænʃtəplɐ
zännwéi	tsænwɜɪ
zant	tsɑnt
zanter	tsɑntɐ
zantimeter	tsɑntimeːtɐ
zap	tsaːp
zape	tsaːpə
zapen	tsaːpən
zappe	tsɑpə
zappen	tsɑpən
zär	tsɛːɐ
zare	tsaːʀə
zäsure	tsɛːsuːʀə
zäsuren	tsɛːzuːʀən
zaubere	tsɑʊbəʀə
zauberei	tsɑʊbəʀɑɪ
zauberen	tsɑʊbəʀən
ze	zə
zebra	tseːbʀaː
zebrasträif	tseːbʀaːstʀæːɪf
zecke	tsækə
zécke	tsekə
zecken	tsækən
zécken	tsekən
zeder	tseːdɐ
zee	tseː
zeeche	tseːɕə
zeechen	tseːɕən
zeechne	tseːɕnə
zeechnen	tseːɕnən
zeechner	tseːɕnɐ
zeechnerin	tseːɕnəʀin
zeechnung	tseːɕnuŋ
zeen	tseːn
zefridde	tsəfʀidə
zefridden	tsəfʀidən
zeideg	tsɑɪdəɕ
zeie	tsɑɪə
zéie	tsɜɪə
zeien	tsɑɪən
zéien	tsɜɪən
zéif	tsɜɪf
zeitung	tsɑɪtuŋ
zejoer	tsəjoɐ
zejoert	tsəjoːɐt
zelebréiert	tselebʀɜɪɐt
zelleri	tsæləʀiː
zelt	tsælt
zement	tsəmænt
zëmmer	tsəmɐ
zemol	tsəmoːl
zemools	tsəmoːls
zéng	tseŋ
zéngte	tseŋtə
zéngten	tseŋtən
zënn	tsən
zensur	tsænzuːʀ
zensure	tsænzuːʀə
zensuren	tsænzuːʀən
zënter	tsəntɐ
zentral	tsæntʀaːl
zentrifugal	tsæntʀifuːgaːl
zentrifugale	tsæntʀifuːgaːlə
zentrifugalem	tsæntʀifuːgaːləm
zentrifugalen	tsæntʀifuːgaːlən
zentrifugaler	tsæntʀifuːgaːlɐ
zentrifugéierter	tsæntʀifuːgɜɪɐtɐ
zentrifugen	tsæntʀifuːʁən
zentrum	tsæntʀum
zerbrieche	tsɐbʀiəɕə
zerbriechen	tsɐbʀiəɕən
zerbriechlech	tsɐbʀiəɕləɕ
zerdrécke	tsɐdʀekə
zerdrécken	tsɐdʀekən
zeremonie	tseʀemoniː
zeremonië	tseʀemoniːə
zeremonien	tseʀemoniːən
zerfatzt	tsɐfɑtst
zeriet	tsəʀiət
zerkniwwele	tsɐknivələ
zerkniwwelen	tsɐknivələn
zerkraazt	tsɐkʀaːtst
zermuele	tsɐmuələ
zermuelen	tsɐmuələn
zerquetsche	tsɐkwætʃə
zerquetschen	tsɐkwætʃən
zerräisse	tsɐʀæːɪsə
zerräissen	tsɐʀæːɪsən
zerrappe	tsɐʀɑpə
zerrappen	tsɐʀɑpən
zersaten	tsɐzaːtən
zersater	tsɐzaːtɐ
zerschloe	tsɐʃloːə
zerschloen	tsɐʃloːən
zerseetem	tsɐzeːtəm
zerseeten	tsɐzeːtən
zerseeter	tsɐzeːtɐ
zersidelt	tsɐziːdəlt
zersidelte	tsɐziːdəltə
zersideltem	tsɐzidəltəm
zerstéiere	tsɐʃtɜɪəʀə
zerstéieren	tsɐʃtɜɪəʀən
zerstreet	tsɐʃtʀeːt
zertéitschter	tsɐtɜɪtʃtɐ
zertifika	tsɛʀtifikaː
zertifikat	tsɛʀtifikaːt
zertifikater	tsɛʀtifikaːtɐ
zerwéiere	tsɛʀvɜɪəʀə
zerwéieren	tsɛʀvɜɪəʀən
zerwéit	tsɛʀvɜɪt
zerwiss	tsɛʀvis
zerwisser	tsɛʀvisɐ
zerwujel	tsɐvuʑəl
zerwujele	tsɐvuʑələ
zerwujelen	tsɐvuʑələn
zerwujels	tsɐvuʑəls
zerwullte	tsɐvultə
zerwulltem	tsɐvultəm
zerwullten	tsɐvultən
zerwullter	tsɐvultɐ
zësse	tsəsə
zëssen	tsəsən
zesumme	tsəzumə
zesummebrieche	tsəzuməbʀiəɕə
zesummebriechen	tsəzuməbʀiəɕən
zesummegepecht	tsəzuməgəpæɕt
zesummegepechte	tsəzuməgəpæɕtə
zesummen	tsəzumən
zesummepeche	tsəzuməpæɕə
zesummepechen	tsəzuməpæɕən
zesummeschäre	tsəzuməʃɛːʀə
zesummeschären	tsəzuməʃɛːʀən
zesummesetze	tsəzuməzætsə
zesummesetzen	tsəzuməzætsən
zetär	tsətɛːʀ
zevirkoums	tsəfiːɐkəʊms
zevirkoumt	tsəfiːɐkəʊmt
zevirzekomme	tsəfiːɐtsəkomə
zevirzekommen	tsəfiːɐtsəkomən
ziddere	tsidəʀə
zidderen	tsidəʀən
ziedel	tsiədəl
ziele	tsiələ
zielen	tsiələn
zierkel	tsiːɐkəl
ziffer	tsifɐ
zifferblat	tsifɐblaːt
zigar	tsigaːʀ
zigare	tsigaːʀ
zigaren	tsigaːʀən
zigarett	tsigɑʀæt
zigel	tsiʑəl
ziicht	tsiːɕt
ziichte	tsiːɕtə
ziichten	tsiːɕtən
zil	tsiːl
zill	tsil
zille	tsilə
zillen	tsilən
zilscheif	tsiːlʃɑɪf
zimlech	tsimləɕ
zinema	tsinemaː
zinnober	tsinoːbɐ
zirkuléiere	tsiʀkulɜɪəʀə
zirkuléieren	tsiʀkulɜɪəʀən
zirkus	tsiʀkus
zitadell	tsitɑdæl
zitadelle	tsitɑdælə
zitadellen	tsitɑdælən
zitéiere	tsitɜɪəʀə
zitéieren	tsitɜɪəʀən
zitroun	tsitʀəʊn
zivilsten	tsivilstən
zivilster	tsivilstɐ
zivilt	tsivilt
ziwwi	tsiviː
ziwwie	tsiviːə
zocker	tsokɐ
zockerboun	tsokɐbəʊn
zockerdëppche	tsokɐdəpɕə
zockerdëppchen	tsokɐdəpɕən
zockerwatt	tsokɐvɑt
zodi	tsoːdiː
zolidd	tsolit
zomm	tsom
zon	tsoːn
zone	tsoːnə
zonen	tsoːnən
zong	tsoŋ
zoo	tsoː
zooen	tsoːən
zoolog	tsoːloːk
zoologe	tsoːloːgə
zoologen	tsoːloːgən
zoologin	tsoːloːgin
zoologinne	tsoːoːloːginə
zoologinnen	tsoːoːloːginən
zoom	zuːm
zoome	zuːmə
zoomen	zuːmən
zooms	zuːms
zoomt	zuːmt
zooss	tsoːs
zoossiss	tsoːsis
zopp	tsop
zoppeläffel	tsopəlæfəl
zort	tsɔʀt
zou	tsəʊ
zoudecke	tsəʊdækə
zoudecken	tsəʊdækən
zoudréie	tsəʊdʀɜɪə
zoudréien	tsəʊdʀɜɪən
zoufall	tsəʊfɑl
zoufälleg	tsəʊfæləɕ
zougänglech	tsəʊgæŋləɕ
zougank	tsəʊgɑŋk
zougestoe	tsəʊgəʃtoːə
zougestoen	tsəʊgəʃtoːən
zougi	tsəʊgi
zouginn	tsəʊgin
zouhuele	tsəʊhuələ
zouhuelen	tsəʊhuələn
zoukënfteg	tsəʊkənftəɕ
zouknäppe	tsəʊknæpə
zouknäppen	tsəʊknæpən
zoulaf	tsəʊlaːf
zoulag	tsəʊlaːχ
zouléisseg	tsəʊlɜɪsəɕ
zousätzlech	tsəʊzætsləɕ
zouso	tsəʊsoː
zouspäre	tsəʊʃpɛːʀə
zouspären	tsəʊʃpɛːʀən
zoustand	tsəʊʃtɑnt
zouverléisseg	tsəʊfɐlɜɪsəɕ
zrass	tsʀɑs
zréck	tsʀek
zréckbezuele	tsʀekbetsuələ
